Title,Rating,Price,Pages,Genre,Reviews,Review_Density,Price_Bucket,Popularity_Score,Success_Category
Myths+legends of Indiā,4.3,673,784,Biography,1709,2.18,Mid-range,5.4,Medium
Nelles Guide,4.5,581,260,Politics,538,2.069,Mid-range,5.13,Medium
"Sculpture, Painting and Drawings of Ancient India",3.6,209,17,Politics,216,12.706,Budget,4.22,Low
Gandhi e L'India,4.3,1118,190,History,2113,11.121,Premium,5.47,Medium
An Answere to the Hollanders declaration,3.8,505,14,Self-Help,1440,102.857,Mid-range,5.02,Medium
Language hand-book,4.4,408,86,History,1708,19.86,Mid-range,5.47,Medium
Water,3.4,259,231,Self-Help,1019,4.411,Budget,4.63,Low
Education Policy in India,4.8,943,194,Self-Help,2141,11.036,Premium,5.8,High
Women's Education in India,3.6,154,160,History,1657,10.356,Budget,4.93,Medium
Reporting India,3.7,860,752,Fiction,2402,3.194,Mid-range,5.13,Medium
Horse Racing in India,3.1,355,278,Biography,1890,6.799,Budget,4.66,Low
Water pollution in India,3.2,633,282,Fiction,652,2.312,Mid-range,4.35,Low
The longest August,4.0,521,503,Classic,594,1.181,Mid-range,4.84,Medium
Urbanization in India,3.5,1045,389,Fiction,2363,6.075,Premium,4.99,Medium
Electoral politics in India,4.7,1061,285,Poetry,1127,3.954,Premium,5.51,High
One hundred vintage views of India,3.0,912,58,Philosophy,1058,18.241,Premium,4.39,Low
Nautch girls of India,3.8,986,181,Science,1910,10.552,Premium,5.11,Medium
India and the Indian Ocean,3.7,363,234,Politics,497,2.124,Budget,4.58,Low
The gods of India,3.0,847,330,Religion,2386,7.23,Mid-range,4.67,Low
Wheat in India,3.2,932,288,Religion,2435,8.455,Premium,4.81,Medium
Annotated Indian criminal court hand-book,3.8,332,707,History,386,0.546,Budget,4.56,Low
The book of diamonds,4.0,779,264,Fiction,1856,7.03,Mid-range,5.23,Medium
The gorgeous East,3.8,332,195,Biography,2445,12.538,Budget,5.2,Medium
Diary and Consultation Book ... [serial]; 1700-02,4.1,1168,666,Biography,1735,2.605,Premium,5.28,Medium
Diary and Consultation Book ... [serial]; 82(1754),4.2,657,704,Fiction,1637,2.325,Mid-range,5.32,Medium
Diary and Consultation Book ... [serial]; 27(1698) ),3.0,1012,499,Poetry,32,0.064,Premium,3.17,Low
Diary and Consultation Book ... [serial]; 16(1690),3.9,780,501,Philosophy,555,1.108,Mid-range,4.75,Low
Diary and Consultation Book ... [serial]; 80(1752),4.9,434,183,Self-Help,2337,12.77,Mid-range,5.9,High
Labour Bureau's labour,4.0,503,217,Politics,395,1.82,Mid-range,4.69,Low
"GAIL-Infraline Natural Gas in India, 2005 ; A Reference Book",4.4,1287,333,Science,1744,5.237,Premium,5.47,Medium
"Subject catalogue of printed books in European languages, 1951-1961",3.6,355,306,Fiction,276,0.902,Budget,4.31,Low
My Little Book of Shiva,4.5,1189,191,Biography,2284,11.958,Premium,5.63,High
The Influence of India and Persia on the Poetry of Germany,4.5,1119,84,Poetry,469,5.583,Premium,5.08,Medium
A Goddess in the Stones,4.0,1040,329,Classic,913,2.775,Premium,4.99,Medium
1971,5.0,871,304,Fiction,1204,3.961,Mid-range,5.73,High
Trying to grow,3.3,1045,235,Biography,2099,8.932,Premium,4.82,Medium
Business standard India 2009,3.0,1211,246,Self-Help,1867,7.589,Premium,4.59,Low
Encyclopaedia of Dalits in India,4.5,1363,178,Biography,1303,7.32,Premium,5.44,Medium
India smiles,4.6,410,161,Biography,1328,8.248,Mid-range,5.51,High
Muslim Revivalist Movements in Northern India in the Sixteenth and Seventeenth Centuries,3.2,781,509,History,629,1.236,Mid-range,4.34,Low
Singapore-India relations,3.5,1381,299,Politics,936,3.13,Premium,4.67,Low
Anything Book,3.0,228,200,Philosophy,1645,8.225,Budget,4.54,Low
Sheppard's book dealers in India and the Orient,3.6,880,221,Philosophy,167,0.756,Mid-range,4.13,Low
"Rajasthan, the living traditions",3.0,425,188,Fiction,1,0.005,Mid-range,2.19,Low
"The music of India, China, Japan and Oceania",4.5,889,163,Religion,675,4.141,Mid-range,5.21,Medium
Hand-book of forest statistics,4.0,116,91,Philosophy,2134,23.451,Budget,5.28,Medium
Hand book on gift tax,3.7,798,260,Politics,1836,7.062,Mid-range,5.04,Medium
Hand book on subject committees,3.7,1108,108,Politics,1322,12.241,Premium,4.92,Medium
Leaders on Leadership Response Books,3.0,441,156,Science,462,2.962,Mid-range,4.1,Low
Things as They Are,3.6,1102,224,History,418,1.866,Premium,4.45,Low
Where there is no midwife,4.3,937,336,Self-Help,1171,3.485,Premium,5.27,Medium
Chart book on financial and economic indicators,4.9,727,400,Religion,2253,5.632,Mid-range,5.89,High
Hand book,4.7,870,135,Politics,2236,16.563,Mid-range,5.75,High
The Buddhist Tradition,3.0,977,433,Poetry,1727,3.988,Premium,4.56,Low
Images of Asia,4.8,1372,416,Politics,2007,4.825,Premium,5.78,High
Contemporary India,4.6,809,251,Politics,1690,6.733,Mid-range,5.59,High
The fishes of India,4.6,948,778,Biography,1601,2.058,Premium,5.57,High
Jainism in North India 800 B C-A d 526,3.9,838,292,Self-Help,526,1.801,Mid-range,4.73,Low
Adult Coloring Book for Women Mandala - What a Wonderful Thought It Is That Some of the Best Days of Our Lives Haven't Happened Yet,3.8,276,589,Science,180,0.306,Budget,4.29,Low
As She Dances,3.6,1045,64,Fiction,359,5.609,Premium,4.4,Low
As a man thinketh,4.7,456,44,Politics,37,0.841,Mid-range,4.33,Low
Numismatic directory of India,3.1,594,168,History,1845,10.982,Mid-range,4.65,Low
Early history of India,3.5,134,430,History,1518,3.53,Budget,4.84,Medium
Colbert's West India policy,3.5,917,385,Science,1643,4.268,Premium,4.87,Medium
The Culture and Art of India,4.0,109,458,Politics,1506,3.288,Budget,5.16,Medium
Castes and tribes of southern India,4.5,1085,3390,Religion,1526,0.45,Premium,5.49,Medium
The costumes and textiles of India,3.9,630,121,Religion,1196,9.884,Mid-range,5.02,Medium
Child Development in India,3.1,194,600,Science,842,1.403,Budget,4.37,Low
A NEw Text Book Of History Of India,4.9,675,450,Fiction,804,1.787,Mid-range,5.53,High
An annotated bibliography of children's books on India,4.9,549,63,Poetry,150,2.381,Mid-range,4.94,Medium
Traditional Designs from India CD-ROM and Book,4.6,1343,64,Poetry,1495,23.359,Premium,5.55,High
Resource book on city farming in south India,5.0,1117,125,Politics,1519,12.152,Premium,5.81,High
City Skylines in India Coloring Book for Adults,4.1,195,552,Politics,800,1.449,Budget,5.01,Medium
A field book of the lizards of India,4.9,964,116,Science,1727,14.888,Premium,5.79,High
Book on Physics and the Cities of India,3.2,768,178,Classic,1789,10.051,Mid-range,4.7,Low
Comrades in Arms - A War Book for India,3.7,306,232,Biography,1338,5.767,Budget,4.92,Medium
Best Book on Getting Consulting Jobs in India,3.5,949,144,Biography,1958,13.597,Premium,4.93,Medium
My Impressions of India 7 X 7 Book,3.4,345,417,History,1478,3.544,Budget,4.76,Low
Pesticides in India - Enviornment and helth source book.,3.3,983,196,Politics,395,2.015,Premium,4.24,Low
The 2007-2012 Outlook for Books in India,4.2,182,305,History,2271,7.446,Budget,5.43,Medium
The Crossing – Fiction Book About India-Pakistan Partition,4.6,416,177,Science,680,3.842,Mid-range,5.27,Medium
India-China Comparative Research (Break-Of-Day Book),4.2,744,160,Fiction,2142,13.388,Mid-range,5.41,Medium
The population problem in India,3.3,1228,185,Self-Help,1423,7.692,Premium,4.69,Low
Rural India,4.6,469,317,Self-Help,760,2.397,Mid-range,5.31,Medium
Into wild India 2,4.3,848,48,Politics,323,6.729,Mid-range,4.82,Medium
"Hand book, world cinema",3.8,729,237,Politics,1105,4.662,Mid-range,4.92,Medium
Catalogue of Burmese printed books in the India Office Library,4.3,279,231,Classic,805,3.485,Budget,5.14,Medium
The book of worship of the Church of North India,3.5,701,669,Science,1230,1.839,Mid-range,4.77,Low
Diary and Consultation Book ... [serial]; 12/13(1687),3.7,699,785,Fiction,248,0.316,Mid-range,4.34,Low
Diary and Consultation Book ... [serial]; 2(1678/79),4.8,1206,242,Philosophy,1874,7.744,Premium,5.76,High
Diary and Consultation Book ... [serial]; 1(1672/78),3.6,940,799,Science,287,0.359,Premium,4.32,Low
Diary and Consultation Book ... [serial]; 19+20(1693),3.9,447,760,Philosophy,273,0.359,Mid-range,4.5,Low
Diary and Consultation Book ... [serial]; 23/24(1696),4.8,1395,240,Religion,889,3.704,Premium,5.5,Medium
The Incredible Journey,3.9,430,145,Biography,29,0.2,Mid-range,3.73,Low
Paintings of the sultans and emperors of India in American collections,4.4,709,35,Politics,2154,61.543,Mid-range,5.55,High
The geographical dictionary of ancient and mediaeval India,3.1,843,262,History,1224,4.672,Mid-range,4.5,Low
Agriculture and rural development in India,3.3,668,223,Classic,1068,4.789,Mid-range,4.59,Low
Marguerite Duras,3.0,488,184,Politics,2289,12.44,Mid-range,4.66,Low
"Dangerous Damsels Series, Set of 3 Books. the Wisteria Society of Lady Scoundrels, the League of Gentlewomen Witches and the Secret Service of Tea and Treason",4.3,1070,659,Fiction,1009,1.531,Premium,5.22,Medium
Fact book 2007,3.9,846,122,Self-Help,416,3.41,Mid-range,4.65,Low
Pocket book of Bihar labour statistics,3.3,236,73,Politics,957,13.11,Budget,4.55,Low
Unleashing India on World Markets,4.9,1484,416,Self-Help,459,1.103,Premium,5.33,Medium
Nawaab : Marwari Stallion of India,4.1,381,31,History,1947,62.806,Budget,5.32,Medium
Consumer price index numbers in India,3.5,1325,62,Politics,2378,38.355,Premium,5.0,Medium
ANGUISH OF INDIA (Crisis of India) RONALD SEGAL Signet Books PB 1965 1966 1st,4.0,1118,880,Science,2027,2.303,Premium,5.27,Medium
India Sketchbook : the City of Palaces,4.4,843,66,Philosophy,54,0.818,Mid-range,4.26,Low
South India Conference red book,3.2,630,20,Science,2284,114.2,Mid-range,4.79,Low
Visiting India,3.5,115,192,Poetry,740,3.854,Budget,4.59,Low
Face to Face India,4.6,1104,320,Self-Help,538,1.681,Premium,5.19,Medium
Jewelled textiles,3.9,667,214,Religion,288,1.346,Mid-range,4.52,Low
The economical cookery book (for India),4.1,1237,314,Poetry,657,2.092,Premium,4.94,Medium
Enchanting INDIA,3.9,1191,144,History,1368,9.5,Premium,5.06,Medium
Human Development in India,3.1,129,477,Science,1399,2.933,Budget,4.55,Low
Mastermind,3.3,763,356,Religion,109,0.306,Mid-range,3.79,Low
A Foreigner in India,3.9,1098,895,Philosophy,1085,1.212,Premium,4.98,Medium
The Last India Overland,3.4,974,456,Fiction,1408,3.088,Premium,4.75,Low
Major Religions of India,3.1,121,583,Classic,1714,2.94,Budget,4.62,Low
Defence Policy of India,4.7,1153,471,Politics,1409,2.992,Premium,5.59,High
Butterflies of Peninsular India,5.0,1055,272,Politics,2355,8.658,Premium,5.97,High
The Food of India,4.6,759,214,Fiction,500,2.336,Mid-range,5.17,Medium
Women In Modern India,4.7,1172,305,Politics,520,1.705,Premium,5.24,Medium
Handloom Industry in India,3.5,424,169,Science,1681,9.947,Mid-range,4.87,Medium
The Family in India,4.9,1421,182,Fiction,2119,11.643,Premium,5.87,High
India ; A Travel Guide,3.4,280,274,Poetry,122,0.445,Budget,3.89,Low
Caste challenge in India,4.9,221,120,Poetry,1467,12.225,Budget,5.74,High
Caste System in India,5.0,223,180,History,1983,11.017,Budget,5.91,High
Women Police in India,4.4,365,207,Classic,1659,8.014,Budget,5.46,Medium
Southern India,5.0,127,291,Biography,1347,4.629,Budget,5.77,High
India's changing population profile,4.1,1382,244,Biography,2494,10.221,Premium,5.4,Medium
Penguin India Yearbook 2001,3.5,176,480,Fiction,1699,3.54,Budget,4.88,Medium
Folk dances of India,3.9,531,383,Biography,2177,5.684,Mid-range,5.23,Medium
India by Al-Biruni,4.2,978,306,Politics,1608,5.255,Premium,5.31,Medium
Legal system in India,3.1,993,719,History,87,0.121,Premium,3.58,Low
Economic Environment of India,4.2,1158,472,Fiction,2456,5.203,Premium,5.46,Medium
Man and environment in India through ages,5.0,535,293,Classic,1693,5.778,Mid-range,5.85,High
Wonder That Is India,3.4,1237,161,History,327,2.031,Premium,4.24,Low
Geo-botany of India,4.6,1185,157,Philosophy,1395,8.885,Premium,5.52,High
Tibetan refugees in India,4.8,151,147,Poetry,1842,12.531,Budget,5.75,High
Regional folktales of India,4.9,215,112,Self-Help,1109,9.902,Budget,5.64,High
Brave women of India,4.9,146,767,Self-Help,479,0.625,Budget,5.35,Medium
Ancient History of India,4.0,537,400,Poetry,2414,6.035,Mid-range,5.33,Medium
Birds of Southern India,5.0,200,240,Politics,2392,9.967,Budget,5.97,High
Sacred plants of India,4.5,1402,295,History,686,2.325,Premium,5.21,Medium
Prime ministers of India,3.3,206,72,History,1642,22.806,Budget,4.74,Low
Lakshmi out of India,4.0,1082,19,Biography,1076,56.632,Premium,5.04,Medium
"India, the grand experiment",4.4,1158,365,Politics,87,0.238,Premium,4.43,Low
Brothel prostitution in India,3.5,1100,136,Philosophy,2254,16.574,Premium,4.98,Medium
"Idea of India, the",4.3,458,288,Politics,2259,7.844,Mid-range,5.5,Medium
The Penguin India career guide,4.3,986,539,Politics,1256,2.33,Premium,5.29,Medium
Tribal life in India,3.3,899,113,Poetry,1643,14.54,Mid-range,4.74,Low
Multi-vector policies of Central Asian nations and India,4.1,1125,48,Politics,2495,51.979,Premium,5.4,Medium
History of science and technology in India,4.5,1395,12,Science,1394,116.167,Premium,5.46,Medium
India In 1922-1923,4.0,1267,412,Philosophy,2283,5.541,Premium,5.31,Medium
Rural India in transition,3.0,534,181,Science,196,1.083,Mid-range,3.8,Low
Educational television in India,3.0,703,119,Biography,1608,13.513,Mid-range,4.53,Low
BLUE HAND : THE BEATS IN INDIA,3.7,665,549,Self-Help,1373,2.501,Mid-range,4.93,Medium
Modern art in India,4.9,1015,137,Religion,645,4.708,Premium,5.45,Medium
A journey through India,3.5,327,80,Self-Help,198,2.475,Budget,4.13,Low
"India, democracy and disappointments",4.3,644,534,Politics,414,0.775,Mid-range,4.9,Medium
Pakistan--The India Factor,3.4,1337,615,Classic,1188,1.932,Premium,4.69,Low
Environmental Laws of India,3.6,747,438,Self-Help,895,2.043,Mid-range,4.72,Low
Library Development in India,4.7,347,564,Fiction,981,1.739,Budget,5.47,Medium
Aesthetic theories of India,4.5,1176,454,History,217,0.478,Premium,4.81,Medium
Preservation of learned tradition in India,3.2,413,70,Biography,988,14.114,Mid-range,4.49,Low
Administrative Reforms in India,3.9,1497,344,Politics,688,2.0,Premium,4.82,Medium
Pentagon Shadow over India,3.1,136,223,Self-Help,1296,5.812,Budget,4.52,Low
India and Southeast Asia,4.0,823,133,Fiction,1930,14.511,Mid-range,5.25,Medium
Ancient Coins of India,4.3,1079,96,Biography,91,0.948,Premium,4.38,Low
India's Freedom Struggle,3.2,183,242,Politics,242,1.0,Budget,4.0,Low
"Epics, myths and legends of India",3.6,999,146,Religion,2343,16.048,Premium,5.06,Medium
History of India's diplomatic missions,3.8,1217,201,Self-Help,1289,6.413,Premium,4.98,Medium
The hand-gazetteer of India,4.8,1465,400,Science,1384,3.46,Premium,5.65,High
Medical heritage of early India,5.0,818,283,Self-Help,943,3.332,Mid-range,5.65,High
Maritime India,3.1,649,211,Politics,490,2.322,Mid-range,4.18,Low
"Political India, 1935-1942",4.5,1471,307,Politics,2074,6.756,Premium,5.6,High
Railway construction in India,3.7,814,1675,Self-Help,207,0.124,Mid-range,4.27,Low
Tribal demography in India,3.8,686,271,Politics,2071,7.642,Mid-range,5.14,Medium
Tribal India,4.5,1251,136,Religion,1688,12.412,Premium,5.53,High
Our tropical possessions in Malayan India,4.8,251,408,History,1168,2.863,Budget,5.59,High
Buddhist Monks and Monasteries of India,4.9,1161,397,Science,979,2.466,Premium,5.6,High
The crisis of secularism in India,4.2,1228,411,Self-Help,649,1.579,Premium,5.0,Medium
Progress of education in free India,3.7,264,555,Self-Help,794,1.431,Budget,4.74,Low
Revealing India's past,4.6,1037,419,History,379,0.905,Premium,5.07,Medium
India in 1857,3.5,311,197,History,537,2.726,Budget,4.48,Low
Hand book for labour laws in Maharashtra State,4.1,625,16,Self-Help,1363,85.188,Mid-range,5.19,Medium
"1857 centenary exhibition of printed books, documents, and illustrations at the National Library, Calcutta",3.7,841,67,History,1989,29.687,Mid-range,5.06,Medium
Amazing Pictures and Facts about India,4.3,231,24,Fiction,940,39.167,Budget,5.19,Medium
"Americae pars quarta. Sive, Insignis & admiranda historia de reperta primùm Occidentali India à Christophoro Columbo anno M CCCCXCII",3.5,1275,145,History,954,6.579,Premium,4.68,Low
The book of common worship supplement,3.4,195,231,Biography,2006,8.684,Budget,4.87,Medium
INCODA Management Magazine : (Book Edition 2015),4.8,1112,50,Classic,920,18.4,Premium,5.51,High
"Pocket book of Punjab Labour Department notifications, 1985",3.2,621,189,Classic,1748,9.249,Mid-range,4.69,Low
Social sector service delivery,4.0,473,205,Classic,2466,12.029,Mid-range,5.33,Medium
"Hand book of important orders/rules relating to the appointment of cooks, scavengers, peons, part-time contingent employees, full-time contingent employees, last grade servants, etc., till 31st December 1979",3.4,1139,691,Poetry,1389,2.01,Premium,4.74,Low
"Supplementary catalogue of Kannada books in the British Library, Department of Oriental Manuscripts and Printed Books, India Office Library and Records",3.1,707,339,Classic,1238,3.652,Mid-range,4.51,Low
Lokpal,3.1,117,332,Self-Help,2235,6.732,Budget,4.71,Low
Simply More Indian More Sweet And Spicy Recipes From India Pakistan And East Africa,3.4,1130,216,Fiction,396,1.833,Premium,4.3,Low
Seeking the Master,4.7,1368,416,Self-Help,1794,4.312,Premium,5.68,High
The foundations of the composite culture in India,3.6,1077,496,Self-Help,1525,3.075,Premium,4.91,Medium
Mr Todiwalas Bombay Recipes And Memories From India,4.9,978,101,History,1287,12.743,Premium,5.69,High
Coromandel,4.2,693,411,Politics,1030,2.506,Mid-range,5.16,Medium
Titan,3.9,742,187,History,1214,6.492,Mid-range,5.02,Medium
Agrarian System of Moslem India,4.2,228,331,Biography,1250,3.776,Budget,5.23,Medium
India and China,4.0,900,294,Poetry,1197,4.071,Mid-range,5.08,Medium
"Agrarian structure in central India and the northern Deccan, c. AD 300-500",5.0,554,134,Biography,1,0.007,Mid-range,3.49,Low
Historia Alexandri Magni,4.0,975,337,Biography,3,0.009,Premium,3.09,Low
Monsoon Diary,4.5,670,232,Classic,2115,9.116,Mid-range,5.61,High
India observed,3.6,1195,160,Self-Help,1692,10.575,Premium,4.94,Medium
"India, Incredible India",3.7,1113,829,Science,1948,2.35,Premium,5.06,Medium
Frommer's India,4.8,1283,500,Religion,192,0.384,Premium,4.96,Medium
Steampunk!,3.0,1210,420,Religion,1,0.002,Premium,2.19,Low
Splendours of the Raj,4.9,500,272,Politics,2465,9.062,Mid-range,5.92,High
Gujarati second book,4.8,561,749,Poetry,313,0.418,Mid-range,5.13,Medium
Remembering Partition,3.8,188,232,Fiction,571,2.461,Budget,4.69,Low
Hospitality companies by country,4.6,922,483,Politics,1490,3.085,Premium,5.55,High
India's Economic Prospects,4.0,105,356,History,1059,2.975,Budget,5.04,Medium
OIL-Infraline Oil and Gas Exploration and Production in India ; A Reference Book,4.0,1044,117,Self-Help,1682,14.376,Premium,5.2,Medium
